lat,lon,date,hour,total_count,occupied_count,occupancy_rate
-37.8169672378573,144.95766457678863,2025-08-03,11,1,0,0.0
-37.81694986976067,144.9558616915677,2025-08-03,7,1,1,1.0
-37.81694979916195,144.96542248354993,2024-12-24,1,1,0,0.0
-37.81694890635765,144.95772898544482,2025-08-03,12,1,0,0.0
-37.816930497471056,144.95779309720456,2025-08-03,12,1,0,0.0
-37.81692953258536,144.95610179300294,2025-08-03,13,1,0,0.0
-37.81691313922765,144.95785408681016,2025-08-03,12,1,0,0.0
-37.8168982032439,144.9558380730318,2025-08-03,13,1,1,1.0
-37.8168909903052,144.95761059614463,2025-08-03,11,1,0,0.0
-37.81687779548948,144.95607844612044,2025-08-03,13,1,0,0.0
-37.816862046092844,144.9580346617822,2025-01-22,6,1,0,0.0
-37.81684693601877,144.95581472950056,2024-06-27,5,1,0,0.0
-37.816841097323454,144.95810753535793,2025-01-22,6,1,1,1.0
-37.81682057459061,144.95605201479813,2025-08-03,12,1,1,1.0
-37.81681455360035,144.95786746467473,2025-08-03,4,1,0,0.0
-37.816803779356526,144.96591987033625,2025-08-03,11,1,1,1.0
-37.81680218016638,144.95824196652416,2025-08-03,13,1,0,0.0
-37.81679658224592,144.9557915530827,2025-08-03,12,1,0,0.0
-37.816796426580744,144.957932265381,2025-08-03,9,1,0,0.0
-37.81677815686639,144.95799762915135,2025-08-03,9,1,0,0.0
-37.81677747303049,144.96600954647246,2024-06-27,7,1,0,0.0
-37.81676388017977,144.95602613698526,2025-08-03,12,1,0,0.0
-37.816759786443036,144.95806288472357,2025-08-03,8,1,0,0.0
-37.81675514971775,144.9660867513672,2025-08-03,12,1,0,0.0
-37.81674568274913,144.95576852792365,2025-08-03,13,1,0,0.0
-37.81674118682413,144.95812807807323,2025-08-03,12,1,0,0.0
-37.81672833513052,144.95487856504462,2024-12-16,22,1,1,1.0
-37.81672260541184,144.9581932992872,2025-08-03,6,1,0,0.0
-37.81671390060552,144.96623196365874,2025-08-03,13,1,0,0.0
-37.81671279599158,144.95734494601334,2025-08-03,11,1,0,0.0
-37.81670795860967,144.95600070841164,2025-08-03,13,1,1,1.0
-37.816703992099264,144.95825846752902,2025-08-03,11,1,0,0.0
-37.81666192623719,144.95732189404333,2025-08-03,12,1,0,0.0
-37.816652485915284,144.9559753633596,2025-08-03,13,1,0,0.0
-37.81664256570643,144.95517689751392,2025-06-25,16,1,0,0.0
-37.81661814208146,144.9552603208842,2025-08-03,10,1,0,0.0
-37.81661084349134,144.9572987456877,2025-08-03,13,1,0,0.0
-37.8165770103364,144.95540522208717,2025-08-03,13,1,0,0.0
-37.816560481489674,144.95727592397975,2025-08-03,12,1,0,0.0
-37.81656028873411,144.95546350988394,2025-08-03,5,1,0,0.0
-37.81655429082221,144.954809371304,2025-08-03,9,1,1,1.0
-37.816551478301335,144.95912673787493,2025-08-03,11,1,0,0.0
-37.81653727723833,144.96128264921094,2025-08-03,13,1,0,0.0
-37.816532645546374,144.95488564703214,2025-08-03,13,1,0,0.0
-37.8165324921413,144.9591925424974,2025-08-03,13,1,0,0.0
-37.81651024755264,144.95725315959675,2025-08-03,7,1,0,0.0
-37.816505634092294,144.9549808119982,2025-08-03,13,1,0,0.0
-37.81649658880538,144.96967673346956,2025-07-31,2,1,0,0.0
-37.816483482350726,144.95505857439656,2025-03-24,23,1,1,1.0
-37.81647647786581,144.9593880347058,2025-08-03,11,1,0,0.0
-37.81646902222484,144.96137412435405,2025-08-03,12,1,0,0.0
-37.816461544831355,144.95513526666156,2025-08-03,7,1,0,0.0
-37.81645884824586,144.95723003303436,2025-08-03,11,1,0,0.0
-37.81645736832678,144.95945419768827,2024-10-01,9,1,0,0.0
-37.81645308546261,144.94569273730045,2024-04-09,5,1,0,0.0
-37.81644532875866,144.96136320796893,2025-08-03,12,1,0,0.0
-37.81644117492837,144.96965120384647,2025-08-03,13,1,0,0.0
-37.81643579288833,144.95952891500872,2025-08-03,13,1,0,0.0
-37.81642290390768,144.961352876317,2025-08-03,11,1,1,1.0
-37.81641873781997,144.97132347031322,2025-08-03,13,1,1,1.0
-37.81641654511586,144.9595955256485,2025-08-03,11,1,0,0.0
-37.81640689634371,144.95720634901915,2025-08-03,13,1,0,0.0
-37.816401326157404,144.96134293377554,2025-08-03,13,1,0,0.0
-37.81639652425794,144.97139789783475,2025-08-03,1,1,0,0.0
-37.81638151400121,144.96962372257985,2025-08-03,13,1,0,0.0
-37.81638083670083,144.96133357329992,2025-08-03,11,1,0,0.0
-37.81637591953155,144.9597376167925,2025-08-03,10,1,0,0.0
-37.81637588160544,144.9714669426229,2025-08-03,13,1,0,0.0
-37.81637336452581,144.95304491722038,2025-08-03,13,1,0,0.0
-37.81636881759522,144.97781032987416,2025-08-03,7,1,1,1.0
-37.81635861262595,144.95979856801225,2025-08-03,10,1,1,1.0
-37.81635684169974,144.97153070955025,2025-08-03,11,1,0,0.0
-37.81635471704237,144.957182692618,2025-08-03,11,1,0,0.0
-37.81635013661469,144.97767307039106,2025-06-16,9,1,1,1.0
-37.81634039817992,144.9598627272871,2025-08-03,12,1,0,0.0
-37.81633778637632,144.97159447871752,2025-08-03,13,1,1,1.0
-37.816332243479664,144.96131103105193,2025-08-03,9,1,0,0.0
-37.81633154411273,144.9775358109705,2025-08-02,12,1,0,0.0
-37.81632513216525,144.95302271228667,2025-02-10,1,1,0,0.0
-37.816323431722935,144.9774758239897,2025-07-30,8,1,1,1.0
-37.816322183678324,144.95992688709927,2025-08-03,10,1,0,0.0
-37.81631973757882,144.96959523608422,2025-08-03,13,1,1,1.0
-37.81631873187895,144.9716582513094,2025-08-03,13,1,1,1.0
-37.816311088141475,144.96130128419117,2025-08-03,13,1,1,1.0
-37.81630487169589,144.97733857144476,2025-07-28,9,1,1,1.0
-37.81630177020598,144.95715868822862,2025-08-02,19,1,0,0.0
-37.816299678207656,144.97172201927918,2025-08-03,13,1,1,1.0
-37.81629938177788,144.9598329358845,2025-08-03,13,1,0,0.0
-37.8162944532351,144.9772612918356,2025-08-03,9,1,0,0.0
-37.81629035657859,144.96129173189377,2025-08-03,13,1,0,0.0
-37.816286319598056,144.9772013136986,2025-08-03,9,1,0,0.0
-37.81628062406019,144.97178578493475,2025-08-03,13,1,0,0.0
-37.816279675665896,144.9599015153093,2025-08-03,9,1,0,0.0
-37.81627464473898,144.952999503473,2025-08-03,13,1,0,0.0
-37.81627003940035,144.96128235331545,2025-08-03,11,1,0,0.0
-37.81626885897799,144.9564379784483,2025-08-03,12,1,0,0.0
-37.816261569015516,144.97184955455805,2025-08-03,12,1,0,0.0
-37.81626061953369,144.95996820198357,2025-08-03,10,1,0,0.0
-37.816253179061405,144.96981112082523,2025-03-24,23,1,1,1.0
-37.81625035038056,144.95650205067005,2025-08-03,9,1,0,0.0
-37.81624882246447,144.9571346838723,2025-08-03,7,1,0,0.0
-37.81624312678647,144.96955996202877,2025-08-03,2,1,1,1.0
-37.816242514385664,144.9719133247304,2025-08-03,12,1,0,0.0
-37.81623184175715,144.9565660913758,2025-08-03,9,1,1,1.0
-37.816223948303374,144.95297624708968,2025-08-03,13,1,0,0.0
-37.81622209935823,144.95603313208392,2025-08-03,13,1,0,0.0
-37.816222013135885,144.9612603661194,2025-08-03,13,1,0,0.0
-37.81621334924654,144.95663015150205,2025-08-03,11,1,0,0.0
-37.81620493158199,144.96978894261684,2025-03-25,0,1,0,0.0
-37.81620363623374,144.9560971881385,2025-08-03,13,1,1,1.0
-37.81620148978103,144.9612509733749,2025-08-03,13,1,1,1.0
-37.81619484477939,144.95669416522756,2025-08-03,10,1,0,0.0
-37.81618810680853,144.9695346167088,2025-08-03,13,1,1,1.0
-37.816180757774035,144.96124142052497,2025-08-03,12,1,0,0.0
-37.81617635518238,144.9567581921039,2025-08-03,10,1,0,0.0
-37.816173327520715,144.9602751542191,2025-08-03,11,1,0,0.0
-37.816171708304815,144.96449169787263,2025-08-03,13,1,1,1.0
-37.81616879805182,144.96046718573854,2025-08-03,13,1,0,0.0
-37.81615960288106,144.9612316737149,2025-08-03,13,1,0,0.0
-37.81615408033775,144.9645522505158,2025-08-03,12,1,1,1.0
-37.816145420413946,144.96054953057512,2025-08-03,12,1,0,0.0
-37.81613529993613,144.96461635441733,2025-08-03,13,1,1,1.0
-37.816135024219605,144.96975660668517,2025-03-25,0,1,1,1.0
-37.81613310227557,144.9695092772621,2025-08-03,13,1,0,0.0
-37.816117265402454,144.96467789773158,2025-08-03,13,1,0,0.0
-37.81610354289879,144.97592503342088,2025-08-03,11,1,0,0.0
-37.816093877872106,144.9758571729573,2025-08-03,11,1,0,0.0
-37.816091629688714,144.96476635648838,2025-08-03,11,1,1,1.0
-37.8160785137767,144.9694841522899,2025-08-03,10,1,1,1.0
-37.81607479216211,144.96972864047393,2025-08-03,13,1,0,0.0
-37.81607153982473,144.96080982076225,2025-08-03,11,1,0,0.0
-37.816056636061404,144.96849144535554,2024-04-02,3,1,0,0.0
-37.81604530750404,144.9649264513069,2025-08-03,10,1,1,1.0
-37.8160435145096,144.9643821131246,2025-08-03,12,1,1,1.0
-37.81603681350178,144.96855969820953,2024-04-03,22,1,1,1.0
-37.81602703957237,144.95727462615082,2025-08-03,13,1,0,0.0
-37.816023578231906,144.96500119446284,2025-08-03,13,1,0,0.0
-37.816020983773086,144.9644587885271,2025-08-03,13,1,0,0.0
-37.81602026109468,144.97531410319112,2025-07-24,7,1,0,0.0
-37.816016990480485,144.96862795159677,2024-04-05,2,1,0,0.0
-37.81601454920161,144.96970070161825,2025-08-03,10,1,0,0.0
-37.816010859221436,144.9752452716608,2025-07-16,0,1,0,0.0
-37.816006232236916,144.97521140001442,2025-07-31,22,1,0,0.0
-37.81600135398523,144.97517568309578,2025-08-03,7,1,0,0.0
-37.816001256997616,144.96507840798898,2025-08-03,8,1,1,1.0
-37.81599840255207,144.96453548362558,2025-08-03,12,1,0,0.0
-37.815997166958276,144.9686962055173,2024-04-05,1,1,0,0.0
-37.815989312850924,144.95684123123507,2025-08-03,12,1,0,0.0
-37.81597589669934,144.96461217547073,2025-08-03,13,1,0,0.0
-37.815970696732634,144.95690582031767,2025-08-03,12,1,0,0.0
-37.81597029060062,144.9694342944236,2025-08-03,13,1,0,0.0
-37.81595891567474,144.96967488875265,2025-08-03,13,1,0,0.0
-37.8159552792182,144.96468246233997,2025-08-03,13,1,1,1.0
-37.815952036044884,144.95697029322807,2025-08-03,13,1,0,0.0
-37.81593653016311,144.9647463746411,2025-08-03,13,1,0,0.0
-37.81593305637722,144.95703614472023,2025-08-03,13,1,0,0.0
-37.815916049710665,144.95709497508267,2025-08-03,13,1,0,0.0
-37.8159107017494,144.96538744147296,2025-04-16,23,1,1,1.0
-37.815908054657584,144.96965123731835,2025-08-03,7,1,1,1.0
-37.815892260608635,144.9654515548818,2025-04-17,1,1,0,0.0
-37.81587339567721,144.96551600146694,2025-04-16,23,1,1,1.0
-37.8158671110984,144.961532339806,2024-03-26,4,1,1,1.0
-37.81586407512988,144.95727504574052,2025-08-03,6,1,1,1.0
-37.815859655649945,144.96962898624355,2025-08-03,13,1,0,0.0
-37.81585666180969,144.96096829718877,2025-03-03,20,1,0,0.0
-37.81584843572429,144.96159640606774,2025-08-03,11,1,0,0.0
-37.8158429355214,144.94542414784388,2024-04-09,5,1,1,1.0
-37.81582116124278,144.97268387669027,2025-08-03,13,1,0,0.0
-37.81580552679101,144.9609445799225,2025-08-03,12,1,1,1.0
-37.81580258932075,144.97274792790932,2025-08-03,10,1,0,0.0
-37.81579106846584,144.94540124033927,2024-04-09,5,1,1,1.0
-37.81578393515007,144.97281184324999,2025-08-03,11,1,0,0.0
-37.81578222875504,144.96182285140975,2025-08-03,13,1,0,0.0
-37.81577920390957,144.96528428878688,2025-08-03,13,1,0,0.0
-37.815765325423385,144.9728758353579,2025-08-03,13,1,0,0.0
-37.815763669140935,144.9618859187729,2025-08-03,13,1,0,0.0
-37.81575818328051,144.96535560214744,2025-08-03,11,1,1,1.0
-37.81575290778576,144.96092019720967,2025-08-03,12,1,0,0.0
-37.81574455575317,144.96195137966743,2025-08-03,11,1,0,0.0
-37.81573920140633,144.9453783334325,2025-08-03,12,1,0,0.0
-37.815725804409745,144.96201518594745,2025-08-03,11,1,0,0.0
-37.81569919556521,144.96089530142967,2025-08-03,12,1,0,0.0
-37.8156566520518,144.96982565810208,2025-06-25,5,1,0,0.0
-37.815645480403646,144.96087041827332,2025-08-03,7,1,0,0.0
-37.815637286069745,144.96099145074135,2025-08-03,12,1,0,0.0
-37.81563682178842,144.95865296609833,2025-07-12,9,1,1,1.0
-37.81563017188824,144.9623430935534,2025-08-03,12,1,0,0.0
-37.81562276049732,144.95443871288336,2024-02-07,1,1,0,0.0
-37.81561942220297,144.9587132570325,2025-06-03,4,1,0,0.0
-37.815616760930396,144.9699622682448,2024-06-27,8,1,0,0.0
-37.81561294811235,144.96927326378915,2025-08-03,13,1,0,0.0
-37.81561155412429,144.96240712629918,2025-08-03,13,1,0,0.0
-37.81561077430453,144.9609792980063,2025-08-03,13,1,0,0.0
-37.815601431880836,144.95877570465595,2025-08-03,11,1,0,0.0
-37.815598186166916,144.97002596589294,2025-08-03,13,1,0,0.0
-37.815591768624046,144.96084552253814,2025-08-03,11,1,0,0.0
-37.81558445424304,144.96096722232483,2025-08-03,13,1,1,1.0
-37.81558328300279,144.95883870189178,2025-08-03,9,1,0,0.0
-37.8155632882135,144.95890808331364,2025-08-03,8,1,0,0.0
-37.815562164585664,144.96924970540266,2025-08-03,13,1,0,0.0
-37.81554409557444,144.96263918833716,2025-08-03,13,1,1,1.0
-37.81552660247816,144.96269877977673,2025-08-03,13,1,0,0.0
-37.81551154694961,144.9692260649376,2025-08-03,13,1,0,0.0
-37.815510581746764,144.98256403465405,2024-11-03,9,1,1,1.0
-37.81550058691079,144.9585546021399,2025-08-03,13,1,0,0.0
-37.81548431361455,144.95861279393944,2025-08-03,13,1,0,0.0
-37.815477126005604,144.96286604401126,2025-08-03,13,1,0,0.0
-37.815460746251276,144.9692024722899,2025-08-03,13,1,1,1.0
-37.81545864733447,144.98257289243057,2024-11-03,7,1,0,0.0
-37.81543475239084,144.9593542613512,2025-08-03,10,1,0,0.0
-37.81541429710724,144.9691808278567,2025-08-03,12,1,1,1.0
-37.81540711679997,144.98258175058874,2024-11-03,12,1,0,0.0
-37.81538526129633,144.9629727358269,2025-08-03,10,1,1,1.0
-37.81536750040925,144.96303304681143,2025-08-03,13,1,1,1.0
-37.81535520171211,144.98259065288153,2024-11-03,11,1,1,1.0
-37.81534931281213,144.96309504840912,2025-08-03,9,1,1,1.0
-37.81533098213401,144.96315750135415,2025-08-03,10,1,0,0.0
-37.81530361097951,144.98259945779967,2024-11-03,9,1,0,0.0
-37.815301568828914,144.96691916880764,2025-08-03,11,1,0,0.0
-37.815287626783736,144.96330614662787,2025-08-03,13,1,1,1.0
-37.81527606682237,144.96700621790194,2025-08-03,13,1,0,0.0
-37.81525249648016,144.9826082303527,2024-11-03,10,1,1,1.0
-37.81524676144919,144.96710639909247,2025-08-03,12,1,0,0.0
-37.815243191850584,144.96910117534844,2025-08-03,11,1,0,0.0
-37.81522806872016,144.9671703298716,2025-08-03,13,1,0,0.0
-37.815222016904535,144.96092831329668,2024-03-29,11,1,0,0.0
-37.81520998207401,144.96723211000312,2025-08-03,13,1,0,0.0
-37.81520098705904,144.98261701026485,2024-11-03,12,1,0,0.0
-37.81519586057043,144.96907916470437,2025-08-03,12,1,0,0.0
-37.81518520397381,144.9678692404943,2025-08-03,13,1,0,0.0
-37.815184334070054,144.96731797565894,2025-08-03,11,1,0,0.0
-37.81516742677178,144.97149395321327,2025-08-03,13,1,0,0.0
-37.81516717307889,144.96090287882657,2023-09-07,2,1,0,0.0
-37.815166479569896,144.96793309081687,2025-08-03,12,1,0,0.0
-37.815164498515514,144.96738537228407,2025-08-03,13,1,0,0.0
-37.81515350387129,144.96917989417204,2025-08-03,12,1,0,0.0
-37.815148933119175,144.98262594617208,2024-11-03,7,1,0,0.0
-37.8151480782986,144.9715596578746,2025-08-03,13,1,0,0.0
-37.815147629452596,144.96799743934574,2025-08-03,13,1,0,0.0
-37.81514510753681,144.96905555985558,2025-08-03,11,1,0,0.0
-37.81513201737133,144.96917035439546,2025-08-03,13,1,1,1.0
-37.81512930115561,144.97162362345705,2025-08-03,11,1,0,0.0
-37.815128610767,144.96806244045393,2025-08-03,11,1,0,0.0
-37.81510981537058,144.96916026032682,2025-08-03,11,1,0,0.0
-37.81510974607741,144.968126888427,2025-08-03,12,1,0,0.0
-37.815102962244424,144.96759522720404,2025-08-03,13,1,1,1.0
-37.815097818496255,144.96903352940598,2025-08-03,13,1,0,0.0
-37.81509710741602,144.9826348354086,2024-11-03,8,1,0,0.0
-37.81509112984568,144.96819081988335,2025-08-03,13,1,0,0.0
-37.81508734335914,144.9691501666219,2025-08-03,12,1,0,0.0
-37.81508331085854,144.9676622616073,2025-08-03,11,1,1,1.0
-37.8150723824405,144.96825477799052,2025-08-03,12,1,0,0.0
-37.81506459313497,144.96772608979657,2025-08-03,10,1,1,1.0
-37.81505364804086,144.9683187548285,2025-08-03,12,1,0,0.0
-37.81504586009345,144.96779000312512,2025-08-03,11,1,0,0.0
-37.81504519948656,144.9826436998707,2024-11-03,6,1,1,1.0
-37.81503490169031,144.96838251781696,2025-08-03,11,1,0,0.0
-37.815027134564744,144.96785393251673,2025-08-03,13,1,0,0.0
-37.81501740687624,144.9684421673731,2025-08-03,11,1,0,0.0
-37.81500840252868,144.967917849204,2025-08-03,12,1,0,0.0
-37.81499391964768,144.98265248529412,2024-11-03,7,1,0,0.0
-37.814987607190886,144.9685434667755,2025-08-03,9,1,1,1.0
-37.814969077124395,144.9686066197323,2025-08-03,8,1,0,0.0
-37.81495228178069,144.96810964800756,2025-08-03,12,1,0,0.0
-37.81494900164732,144.96867536034765,2025-08-03,13,1,0,0.0
-37.81494616789481,144.97482067810614,2025-08-03,7,1,0,0.0
-37.814942583635045,144.9826613011867,2024-11-03,7,1,0,0.0
-37.81493352939281,144.96817353069463,2025-08-03,12,1,0,0.0
-37.81492715247235,144.96874994815795,2025-08-03,11,1,1,1.0
-37.81491466165707,144.96823782973135,2025-08-03,12,1,0,0.0
-37.81489782697739,144.96122156909234,2023-12-27,22,1,1,1.0
-37.814895832137886,144.96830203829683,2025-08-03,11,1,0,0.0
-37.814894823757236,144.97479681112435,2025-08-03,13,1,0,0.0
-37.81489155405967,144.9826700483063,2024-11-03,11,1,0,0.0
-37.81487711702359,144.9683660160545,2025-08-03,11,1,0,0.0
-37.8148583618696,144.96842999036193,2025-08-03,13,1,0,0.0
-37.81485602295078,144.96136597236844,2024-04-02,22,1,1,1.0
-37.81485580794158,144.97256378506663,2024-06-20,11,1,0,0.0
-37.814846746523614,144.97477537635376,2025-08-03,9,1,0,0.0
-37.814839857086824,144.98267889331953,2024-11-03,10,1,0,0.0
-37.8148396343282,144.96849391253153,2025-08-03,13,1,0,0.0
-37.814837074305586,144.96143116050925,2024-04-02,21,1,1,1.0
-37.81483554958113,144.97263301776957,2025-08-03,6,1,0,0.0
-37.814820906790246,144.96855784841813,2025-08-03,11,1,0,0.0
-37.81479710903639,144.97475350253134,2025-08-03,13,1,0,0.0
-37.814787265731965,144.98268791524254,2024-11-03,12,1,0,0.0
-37.814745417633205,144.97472978891713,2025-07-22,19,1,1,1.0
-37.814735754833876,144.98269673717078,2024-11-03,11,1,0,0.0
-37.814730044095555,144.9717067058268,2025-08-03,13,1,0,0.0
-37.81472462019704,144.96945071458146,2025-08-03,12,1,0,0.0
-37.81470252321151,144.96952517898953,2025-08-03,11,1,0,0.0
-37.81469213907302,144.97470510774372,2025-04-15,12,1,0,0.0
-37.81467934569682,144.97168311086494,2025-08-03,13,1,1,1.0
-37.81466005318016,144.96966893823412,2025-08-03,11,1,0,0.0
-37.81465306101049,144.97306143224944,2023-10-18,15,1,0,0.0
-37.81465095084691,144.97326405962872,2025-08-03,13,1,0,0.0
-37.814641173654124,144.96973279671252,2025-08-03,13,1,0,0.0
-37.81463780356575,144.97467993748148,2025-08-03,11,1,0,0.0
-37.81463432710466,144.97312534133457,2025-08-02,0,1,1,1.0
-37.81463216325314,144.97183139102785,2025-08-03,13,1,0,0.0
-37.81463159817649,144.98271464819362,2024-11-02,6,1,1,1.0
-37.81463150943003,144.9733306404806,2025-08-03,12,1,0,0.0
-37.81462863578952,144.97165950326007,2025-08-03,12,1,1,1.0
-37.81462230642892,144.969796640633,2025-08-03,11,1,1,1.0
-37.81461561800986,144.96052093421125,2025-08-03,11,1,0,0.0
-37.81461555956702,144.9731893941032,2025-08-01,8,1,1,1.0
-37.814591870731306,144.96051006398574,2025-08-03,13,1,0,0.0
-37.81459020510866,144.9399536030092,2025-08-03,11,1,0,0.0
-37.81458906314437,144.96934803852986,2025-08-03,12,1,0,0.0
-37.81458368309481,144.9746548648552,2025-03-14,2,1,0,0.0
-37.81458134662349,144.98272325584662,2024-11-03,6,1,0,0.0
-37.81457508332559,144.9718048322021,2025-08-03,12,1,0,0.0
-37.8145733924308,144.9689087192393,2025-06-03,3,1,1,1.0
-37.81456816526176,144.9604991544885,2025-08-03,11,1,0,0.0
-37.814567458989146,144.96942272705792,2025-07-31,21,1,0,0.0
-37.814563533541275,144.97356281055005,2025-08-03,12,1,0,0.0
-37.81455359181117,144.97162526489717,2024-04-23,9,1,1,1.0
-37.814549626195195,144.96889803832212,2025-06-03,4,1,0,0.0
-37.81454555624267,144.96949846915024,2025-08-03,12,1,0,0.0
-37.81454468905473,144.96048836532592,2025-08-03,12,1,0,0.0
-37.81453906008801,144.93992259354616,2025-08-03,13,1,1,1.0
-37.81453864949547,144.97364818545256,2025-08-03,12,1,0,0.0
-37.81453005580256,144.982732044596,2024-11-03,8,1,0,0.0
-37.81452914354371,144.97462955185944,2025-08-03,10,1,0,0.0
-37.81452552939284,144.96888722038625,2025-06-07,23,1,1,1.0
-37.814521147766975,144.96047755753972,2025-08-03,11,1,0,0.0
-37.81451515095033,144.9687622235785,2025-06-03,4,1,0,0.0
-37.81451506643333,144.97372858387934,2025-08-03,12,1,0,0.0
-37.814503291490865,144.97177166122975,2025-08-03,13,1,0,0.0
-37.814502169560754,144.96887680361226,2025-06-03,3,1,1,1.0
-37.81449048070375,144.97159578905166,2025-08-03,13,1,0,0.0
-37.814487901283876,144.93989158986483,2025-08-03,6,1,1,1.0
-37.81447827015902,144.96058384615935,2025-08-03,13,1,0,0.0
-37.81447715309443,144.98274110780673,2024-11-03,10,1,0,0.0
-37.81447461381916,144.97460422172057,2025-08-03,2,1,1,1.0
-37.81447282233057,144.96045538529688,2025-08-03,13,1,0,0.0
-37.81446444012603,144.96873866896908,2025-06-03,4,1,0,0.0
-37.81445232747655,144.96885430893008,2025-06-03,3,1,1,1.0
-37.814448830032916,144.97174636306153,2025-08-03,12,1,1,1.0
-37.81444868972198,144.96044432203456,2025-08-03,12,1,0,0.0
-37.81444498555172,144.97396859614634,2025-08-03,11,1,0,0.0
-37.81443674439306,144.93986060733064,2025-08-03,13,1,0,0.0
-37.81443301063047,144.9375402290621,2025-08-03,13,1,0,0.0
-37.81443007116168,144.9688443057432,2025-06-03,4,1,1,1.0
-37.814427556545596,144.96056074711407,2025-08-03,11,1,0,0.0
-37.81442679704464,144.9740309403058,2025-08-03,12,1,0,0.0
-37.81442568082309,144.98274996339433,2024-11-03,10,1,0,0.0
-37.8144249931935,144.9604334680899,2025-08-03,10,1,0,0.0
-37.81441729985575,144.96896406095732,2025-08-03,10,1,1,1.0
-37.81441288536085,144.96871471911504,2025-06-03,4,1,1,1.0
-37.81440744563561,144.9688341372144,2025-03-20,22,1,0,0.0
-37.814401290272365,144.96042255175155,2025-08-03,13,1,1,1.0
-37.81439652965871,144.97000768448848,2025-08-03,13,1,0,0.0
-37.81438973865933,144.96654638342596,2025-08-03,13,1,0,0.0
-37.81438711924288,144.93751245168374,2025-08-03,13,1,0,0.0
-37.81438558842542,144.93982962481354,2025-08-03,12,1,0,0.0
-37.81438396365972,144.9688235832121,2025-06-03,4,1,0,0.0
-37.81437709772807,144.96041144879027,2025-08-03,12,1,1,1.0
-37.81437430555558,144.97008212001896,2025-08-03,13,1,0,0.0
-37.81437396594851,144.98275884796442,2024-11-03,10,1,0,0.0
-37.81436649219873,144.96894077268746,2025-08-03,9,1,1,1.0
-37.81436063653405,144.96881309882076,2025-06-03,5,1,1,1.0
-37.81436046663239,144.96869038794887,2025-06-03,3,1,1,1.0
-37.814359846257474,144.9605299598744,2025-08-03,7,1,0,0.0
-37.81433845861139,144.93748277187038,2025-08-03,12,1,1,1.0
-37.81433784981002,144.968802858015,2025-06-07,23,1,1,1.0
-37.8143324569225,144.96674067593074,2025-08-03,12,1,0,0.0
-37.8143292550021,144.95516107166046,2025-06-02,8,1,1,1.0
-37.814328715458686,144.96038922625524,2025-08-03,11,1,0,0.0
-37.814321856229725,144.98276778517476,2024-11-03,7,1,0,0.0
-37.814321100989616,144.95518948830284,2025-06-02,5,1,1,1.0
-37.81431568452783,144.968917483881,2025-08-02,7,1,1,1.0
-37.81431443906632,144.96680208673934,2025-08-03,13,1,0,0.0
-37.81430903187102,144.96050671350852,2025-08-03,9,1,0,0.0
-37.81430890820657,144.96866643920868,2025-06-03,4,1,1,1.0
-37.814306163364876,144.96037886545093,2025-08-03,12,1,0,0.0
-37.81429416557771,144.95927261553263,2025-08-03,10,1,1,1.0
-37.81428979308582,144.9374532925529,2025-08-03,11,1,0,0.0
-37.81428852546001,144.96878064075162,2025-06-03,4,1,1,1.0
-37.814284589557076,144.95532799093056,2025-06-02,7,1,1,1.0
-37.8142836454632,144.96036852450464,2025-08-03,11,1,0,0.0
-37.81427626659823,144.95535685511834,2024-08-17,1,1,0,0.0
-37.814270108503734,144.98277664685122,2024-11-03,10,1,0,0.0
-37.81426809230024,144.95538539765067,2025-06-02,9,1,1,1.0
-37.814264881395786,144.96889419617943,2025-08-03,11,1,0,0.0
-37.81426349951171,144.96876939303223,2025-06-07,23,1,1,1.0
-37.814261128001256,144.96035819165826,2025-08-03,12,1,0,0.0
-37.81425974119931,144.95541478498689,2025-06-02,8,1,1,1.0
-37.81425734115078,144.9686424943515,2025-06-07,23,1,0,0.0
-37.81425695347065,144.96048296946535,2025-08-03,12,1,0,0.0
-37.814251327430625,144.95544452570135,2025-06-02,7,1,1,1.0
-37.81424287000405,144.95547382216665,2025-06-02,0,1,1,1.0
-37.81424148169654,144.97109066970916,2025-01-14,22,1,1,1.0
-37.81424102885472,144.9374236351444,2025-08-03,12,1,0,0.0
-37.814239729182205,144.96875871007944,2025-06-03,4,1,1,1.0
-37.814234712094375,144.95550228370277,2025-06-02,7,1,1,1.0
-37.81422661034884,144.95553085169536,2025-06-02,1,1,1,1.0
-37.81421891657284,144.98278540449215,2024-11-03,6,1,0,0.0
-37.81421830513031,144.95556010864127,2025-06-02,9,1,0,0.0
-37.81421779336087,144.97426891533655,2025-08-03,12,1,0,0.0
-37.814215967467725,144.9687480308728,2025-06-03,4,1,0,0.0
-37.81421407825971,144.96887091645692,2025-08-03,12,1,0,0.0
-37.814210792106685,144.96033506784264,2025-08-03,13,1,0,0.0
-37.81420996856248,144.95558927833048,2025-06-02,9,1,0,0.0
-37.814205775020824,144.96861855008223,2025-06-04,0,1,1,1.0
-37.814205155104744,144.95595242244616,2023-10-26,1,1,0,0.0
-37.81420358514674,144.96045850918097,2025-08-03,11,1,0,0.0
-37.814201565097214,144.95561859039697,2025-06-02,9,1,1,1.0
-37.814193382180775,144.9556474335151,2025-06-02,9,1,1,1.0
-37.81419223311255,144.93739423614537,2025-08-03,12,1,0,0.0
-37.81419221484805,144.96873735485678,2025-06-03,4,1,1,1.0
