location,weekday,hour,Present,unoccupied_rate
"-37.80543869031032, 144.95050691729028",Sunday,4,0.0,1.0
"-37.805448096343866, 144.95011583042907",Sunday,10,0.0,1.0
"-37.80544825087959, 144.95522226748386",Sunday,3,1.0,0.0
"-37.80546999750474, 144.95011222818545",Sunday,12,0.0,1.0
"-37.80547054891274, 144.95521825918888",Thursday,23,1.0,0.0
"-37.80549233270572, 144.9501085536166",Sunday,9,0.0,1.0
"-37.80550440780396, 144.9502186245861",Sunday,9,0.0,1.0
"-37.805507523927716, 144.95024587270197",Sunday,10,0.0,1.0
"-37.80551063959489, 144.9502730704527",Sunday,9,0.0,1.0
"-37.805513755265714, 144.95030026819356",Sunday,10,0.0,1.0
"-37.80551466654548, 144.95010487957552",Sunday,9,0.0,1.0
"-37.80551687136092, 144.95032746708463",Monday,0,0.0,1.0
"-37.80552005125439, 144.95035466483046",Sunday,11,0.0,1.0
"-37.80552313143593, 144.95038185059332",Sunday,5,0.0,1.0
"-37.80552621068088, 144.95040905616437",Sunday,9,0.0,1.0
"-37.80552929037984, 144.950436260035",Sunday,4,0.0,1.0
"-37.805531292177804, 144.95725194067245",Sunday,10,0.0,1.0
"-37.80553237006271, 144.95046346447572",Sunday,11,0.0,1.0
"-37.80553509684604, 144.95049080761544",Sunday,5,0.0,1.0
"-37.80553700129558, 144.95010120498932",Sunday,11,0.0,1.0
"-37.80555715049627, 144.9572473661484",Sunday,10,0.0,1.0
"-37.805558555235734, 144.9662203026023",Friday,2,0.0,1.0
"-37.80555870475668, 144.95009770155596",Sunday,9,0.0,1.0
"-37.80558304879909, 144.95724279295467",Sunday,12,0.0,1.0
"-37.80560674472771, 144.9543577623706",Monday,3,0.0,1.0
"-37.805608556301124, 144.96621162204818",Friday,2,1.0,0.0
"-37.805608925532866, 144.95723821296409",Sunday,11,0.0,1.0
"-37.805621568629306, 144.95449038731738",Monday,3,1.0,0.0
"-37.80562910757838, 144.95455722540413",Monday,3,0.0,1.0
"-37.805633939220755, 144.95896100249817",Tuesday,7,0.0,1.0
"-37.80563500845564, 144.9572336095532",Sunday,12,0.0,1.0
"-37.805636720893986, 144.9546246100897",Monday,4,0.0,1.0
"-37.8056443268013, 144.95469212796456",Monday,4,1.0,0.0
"-37.80565351681687, 144.95948789411494",Sunday,5,1.0,0.0
"-37.80566047188418, 144.96620259039165",Friday,2,1.0,0.0
"-37.80568474625133, 144.9589842734913",Thursday,2,0.0,1.0
"-37.80568963815816, 144.9521707552537",Wednesday,22,1.0,0.0
"-37.80570432547628, 144.95951121701592",Sunday,12,1.0,0.0
"-37.80570925875647, 144.95722048166812",Sunday,12,0.0,1.0
"-37.805711273582574, 144.95216680591378",Wednesday,22,0.0,1.0
"-37.80571210758782, 144.96619362350773",Friday,2,0.0,1.0
"-37.8057341335427, 144.9521626699863",Wednesday,20,0.0,1.0
"-37.805734662535905, 144.9572159972663",Sunday,12,0.0,1.0
"-37.805760093024816, 144.95721152002614",Sunday,11,0.0,1.0
"-37.80576289273881, 144.95708513808114",Sunday,11,0.0,1.0
"-37.80576400385078, 144.96618460609042",Friday,1,0.0,1.0
"-37.80578555699063, 144.95720698083218",Sunday,11,1.0,0.0
"-37.80580572269983, 144.954477568818",Friday,4,1.0,0.0
"-37.805815612597556, 144.9661756391656",Friday,1,1.0,0.0
"-37.8058215769871, 144.95461809264532",Thursday,12,0.0,1.0
"-37.80582918528904, 144.9546855399476",Thursday,20,0.0,1.0
"-37.80583679411155, 144.9547529968901",Thursday,19,0.0,1.0
"-37.80583792860436, 144.95214406985554",Wednesday,20,0.0,1.0
"-37.80584440231725, 144.9548204612559",Sunday,3,0.0,1.0
"-37.8058611196018, 144.952139906509",Wednesday,1,1.0,0.0
"-37.805866768962055, 144.96616675046732",Thursday,21,1.0,0.0
"-37.80588431059893, 144.9521357437148",Wednesday,1,0.0,1.0
"-37.805907335803596, 144.95213158035006",Monday,0,1.0,0.0
"-37.80591632692924, 144.96615814371535",Wednesday,17,0.0,1.0
"-37.80595788536398, 144.95212252183597",Wednesday,14,0.0,1.0
"-37.80597752040859, 144.96590740947426",Tuesday,9,0.0,1.0
"-37.805980641986054, 144.95211845047334",Wednesday,22,0.0,1.0
"-37.80600383297172, 144.95211428652908",Wednesday,23,0.0,1.0
"-37.80601878985087, 144.96614033993342",Wednesday,20,0.0,1.0
"-37.806027023506715, 144.95211012372965",Wednesday,0,0.0,1.0
"-37.80605009231655, 144.952105960915",Wednesday,21,0.0,1.0
"-37.80606703764444, 144.95511600488607",Sunday,3,1.0,0.0
"-37.80607281981847, 144.96613095106756",Wednesday,23,1.0,0.0
"-37.80608612708157, 144.95499411601747",Wednesday,10,1.0,0.0
"-37.80609244133468, 144.9551114583318",Sunday,3,1.0,0.0
"-37.80610065936821, 144.9520968851033",Wednesday,2,0.0,1.0
"-37.8061167292377, 144.95510711737495",Friday,4,1.0,0.0
"-37.806122804123476, 144.9552223687313",Friday,0,1.0,0.0
"-37.806123354895874, 144.95209283098262",Thursday,22,1.0,0.0
"-37.80612718204307, 144.96612150454922",Friday,2,1.0,0.0
"-37.8061385514563, 144.95396800725834",Thursday,10,0.0,1.0
"-37.80614034694966, 144.95510289712604",Sunday,2,1.0,0.0
"-37.806146545879656, 144.95208866815602",Sunday,6,0.0,1.0
"-37.806169736873, 144.95208450475894",Monday,7,0.0,1.0
"-37.80617828444319, 144.96135100873266",Tuesday,22,1.0,0.0
"-37.806180980721045, 144.96611215145987",Friday,0,1.0,0.0
"-37.80618678855514, 144.95399001619174",Wednesday,4,1.0,0.0
"-37.80619292786605, 144.9520803419266",Saturday,16,0.0,1.0
"-37.80619677105507, 144.95520948468823",Monday,3,1.0,0.0
"-37.80619763274819, 144.9549746502397",Sunday,3,1.0,0.0
"-37.80623453198583, 144.966102850457",Thursday,11,0.0,1.0
"-37.80623687743869, 144.95401288592754",Tuesday,5,0.0,1.0
"-37.806244147527366, 144.95508434871226",Thursday,22,1.0,0.0
"-37.80625739731009, 144.95519868633625",Sunday,0,1.0,0.0
"-37.806269869690986, 144.9550797465717",Saturday,23,1.0,0.0
"-37.806287742591834, 144.95403606699995",Thursday,22,1.0,0.0
"-37.80628844687699, 144.96609349417764",Friday,2,1.0,0.0
"-37.806294598703644, 144.95507532699042",Sunday,2,1.0,0.0
"-37.80630762966446, 144.96585103527786",Tuesday,8,0.0,1.0
"-37.80631954692586, 144.955070868407",Sunday,1,1.0,0.0
"-37.806342299359855, 144.96608413700358",Thursday,23,1.0,0.0
"-37.806343223584506, 144.9551838594689",Friday,2,0.0,1.0
"-37.80634503506558, 144.9550663085025",Sunday,2,1.0,0.0
"-37.80634788124732, 144.95406351692662",Thursday,8,0.0,1.0
"-37.806362079329006, 144.96584162315787",Wednesday,22,1.0,0.0
"-37.80638580862451, 144.95382971200894",Thursday,8,0.0,1.0
"-37.80639041159406, 144.96516745152726",Sunday,12,1.0,0.0
"-37.806393265822635, 144.9540842220135",Monday,9,1.0,0.0
"-37.806393743674285, 144.966075180882",Friday,2,1.0,0.0
"-37.8063942128055, 144.9550575283506",Friday,3,0.0,1.0
"-37.80639474328308, 144.95517460117145",Thursday,22,0.0,1.0
"-37.80641652807154, 144.96583221044196",Wednesday,21,0.0,1.0
"-37.80642003693526, 144.95505290859828",Thursday,20,0.0,1.0
"-37.80643745187663, 144.95385246610408",Thursday,7,0.0,1.0
"-37.80644019666593, 144.9541056315923",Thursday,22,0.0,1.0
"-37.80644207969492, 144.96606678233968",Friday,0,0.0,1.0
"-37.80644501974557, 144.95504844281027",Sunday,2,1.0,0.0
"-37.806447841419846, 144.9551651491717",Thursday,11,0.0,1.0
"-37.80646889526538, 144.96523046172106",Sunday,13,1.0,0.0
"-37.80647068262482, 144.95504385658836",Thursday,13,0.0,1.0
"-37.80648908388493, 144.95387619148622",Thursday,7,1.0,0.0
"-37.80649615504858, 144.955039304026",Thursday,11,0.0,1.0
"-37.806503343579536, 144.96605615377246",Friday,1,0.0,1.0
"-37.80652243512118, 144.96522120701553",Sunday,10,1.0,0.0
"-37.80653077721751, 144.96514281467523",Sunday,10,1.0,0.0
"-37.806540716388625, 144.95389992266257",Thursday,22,0.0,1.0
"-37.80654207252063, 144.95503109682932",Monday,3,0.0,1.0
"-37.80656731001003, 144.95502658651594",Thursday,11,0.0,1.0
"-37.80657634053621, 144.95416798458052",Thursday,9,1.0,0.0
"-37.80659234841795, 144.95392365614023",Thursday,22,0.0,1.0
"-37.806592399711064, 144.95502210241304",Thursday,8,0.0,1.0
"-37.80661752132907, 144.95501761173506",Sunday,2,1.0,0.0
"-37.806642456045324, 144.95501315634544",Friday,0,1.0,0.0
"-37.806643980452876, 144.95394738906856",Thursday,23,0.0,1.0
"-37.80666765941349, 144.95500864698357",Sunday,2,1.0,0.0
"-37.806695613394126, 144.95397112147248",Thursday,20,0.0,1.0
"-37.80671676209982, 144.95499987480218",Thursday,10,0.0,1.0
"-37.80672373304071, 144.95423504775562",Thursday,11,1.0,0.0
"-37.80674267787403, 144.9549952429489",Thursday,14,0.0,1.0
"-37.806747245410634, 144.95399485501753",Thursday,5,0.0,1.0
"-37.806768406335635, 144.95499064465525",Tuesday,13,0.0,1.0
"-37.806773694429936, 144.95425777658258",Wednesday,10,0.0,1.0
"-37.80679009928165, 144.97326183494033",Thursday,15,0.0,1.0
"-37.806793863932285, 144.95498609473293",Tuesday,2,0.0,1.0
"-37.80679852044474, 144.95401878515966",Thursday,3,0.0,1.0
"-37.80681932378045, 144.9549816085488",Thursday,14,0.0,1.0
"-37.80682314214508, 144.95428025752082",Thursday,21,1.0,0.0
"-37.80684173874762, 144.97325296739342",Sunday,21,0.0,1.0
"-37.80689361854845, 144.97324406030737",Monday,0,0.0,1.0
"-37.806918073955885, 144.95432346621214",Thursday,8,1.0,0.0
"-37.8069450486633, 144.97323522855623",Monday,5,1.0,0.0
"-37.8069790982382, 144.95435123673678",Tuesday,3,0.0,1.0
"-37.806995795423745, 144.97322651483523",Friday,23,0.0,1.0
"-37.807030788089975, 144.95437489033912",Tuesday,10,0.0,1.0
"-37.807038370124474, 144.9549425700414",Thursday,22,1.0,0.0
"-37.807064001548014, 144.95493798507198",Friday,3,0.0,1.0
"-37.80709106905422, 144.95493314703407",Thursday,22,1.0,0.0
"-37.80711601978986, 144.9549286870989",Monday,4,0.0,1.0
"-37.80714143037842, 144.95492406838113",Monday,2,0.0,1.0
"-37.80718919017354, 144.95491544565937",Thursday,23,1.0,0.0
"-37.80720039499499, 144.95445233270416",Tuesday,12,0.0,1.0
"-37.807214817100956, 144.95491085937306",Friday,0,1.0,0.0
"-37.80724102349936, 144.9549061751237",Thursday,22,1.0,0.0
"-37.807257983959346, 144.95447866610417",Tuesday,11,0.0,1.0
"-37.807265450646945, 144.95490180860912",Thursday,23,1.0,0.0
"-37.807290755044164, 144.95489727921043",Thursday,8,1.0,0.0
"-37.807315007041765, 144.95450470333054",Tuesday,23,1.0,0.0
"-37.80737098495872, 144.9545303646516",Wednesday,12,0.0,1.0
"-37.80742665704876, 144.95455583716316",Tuesday,19,0.0,1.0
"-37.80745123892148, 144.95475435086428",Thursday,8,1.0,0.0
"-37.807476206526054, 144.9545784573843",Tuesday,10,0.0,1.0
"-37.80751919903814, 144.95474268264428",Monday,3,0.0,1.0
"-37.80765270225542, 144.9661411358623",Thursday,23,1.0,0.0
"-37.80766781301834, 144.95441621830247",Tuesday,2,0.0,1.0
"-37.80781497172843, 144.97014875664445",Monday,23,0.0,1.0
"-37.80782510795761, 144.9601086961826",Sunday,21,1.0,0.0
"-37.807833792216194, 144.97008436497526",Tuesday,0,1.0,0.0
"-37.8079250772858, 144.96015408955364",Sunday,14,0.0,1.0
"-37.807931319428725, 144.97208400915315",Wednesday,3,0.0,1.0
"-37.80793895281839, 144.9721519501125",Tuesday,20,1.0,0.0
"-37.80794728201681, 144.97222616163592",Tuesday,19,1.0,0.0
"-37.80795579700932, 144.9723020581336",Wednesday,2,1.0,0.0
"-37.80796424730201, 144.97237739351775",Tuesday,19,1.0,0.0
"-37.8079726365175, 144.9724521673065",Wednesday,0,1.0,0.0
"-37.80798108806593, 144.97252750218678",Wednesday,3,1.0,0.0
"-37.80798953911626, 144.97260283708675",Tuesday,19,1.0,0.0
"-37.80799792682947, 144.97267761034158",Wednesday,6,0.0,1.0
"-37.808006379145304, 144.97275295153628",Wednesday,3,1.0,0.0
"-37.80800795727764, 144.95548565521523",Thursday,23,0.0,1.0
"-37.80801480988396, 144.9728282657369",Tuesday,19,1.0,0.0
"-37.80806061857262, 144.95547626717845",Thursday,2,1.0,0.0
"-37.80808044903779, 144.9546070339519",Tuesday,20,0.0,1.0
"-37.8080927945015, 144.9715406070668",Sunday,6,0.0,1.0
"-37.808117796663836, 144.97155150165665",Sunday,13,1.0,0.0
"-37.80812111927413, 144.95462556149607",Tuesday,23,0.0,1.0
"-37.80813917824753, 144.9714346925275",Sunday,12,0.0,1.0
"-37.808139610732866, 144.9715608503775",Sunday,5,0.0,1.0
"-37.80816240165049, 144.97157039444292",Sunday,11,1.0,0.0
"-37.80818100048621, 144.97170218623882",Sunday,4,0.0,1.0
"-37.808186243556975, 144.9715812198217",Sunday,5,0.0,1.0
"-37.80819872081621, 144.97146215335894",Sunday,13,0.0,1.0
"-37.808202973827676, 144.95326759976007",Thursday,23,1.0,0.0
"-37.80820933922588, 144.97159226173588",Tuesday,6,0.0,1.0
"-37.80821973476136, 144.9532094793969",Thursday,23,0.0,1.0
"-37.80823242099734, 144.97172585342287",Sunday,12,1.0,0.0
"-37.80823286184635, 144.97160314078872",Sunday,11,0.0,1.0
"-37.808234440901415, 144.95467720003413",Tuesday,23,0.0,1.0
"-37.808253443322855, 144.97148527117724",Sunday,12,0.0,1.0
"-37.808256165115196, 144.97161362836698",Sunday,13,0.0,1.0
"-37.808278162971284, 144.9716238307675",Sunday,12,0.0,1.0
"-37.808281031290136, 144.95469843594896",Tuesday,23,0.0,1.0
"-37.808283042866265, 144.97174889865346",Sunday,12,0.0,1.0
"-37.80829857232923, 144.95334514007016",Thursday,18,1.0,0.0
"-37.80830032162881, 144.97163415057753",Sunday,7,0.0,1.0
"-37.80830301339912, 144.9715081227749",Sunday,9,0.0,1.0
"-37.808314705592316, 144.95328919450915",Thursday,13,0.0,1.0
"-37.80832264879308, 144.9716444141046",Sunday,3,0.0,1.0
"-37.80833177468179, 144.95472159085543",Tuesday,11,0.0,1.0
"-37.80834899622329, 144.9531702875403",Thursday,23,1.0,0.0
"-37.80834950252704, 144.97152922756635",Sunday,11,0.0,1.0
"-37.80836714126259, 144.95310736733308",Tuesday,0,1.0,0.0
"-37.808384291985476, 144.96887260062516",Sunday,12,0.0,1.0
"-37.808385439196314, 144.9530439152321",Tuesday,22,0.0,1.0
"-37.80838886003194, 144.9526230069885",Thursday,2,0.0,1.0
"-37.80840250771657, 144.95298472814954",Thursday,22,1.0,0.0
"-37.80841097471796, 144.96888485738836",Sunday,11,1.0,0.0
"-37.808420037276484, 144.95292394150584",Thursday,12,0.0,1.0
"-37.80843764000215, 144.96889713190575",Sunday,13,1.0,0.0
"-37.80843941201357, 144.95285675557932",Thursday,19,0.0,1.0
"-37.80845894053995, 144.952789037199",Thursday,22,0.0,1.0
"-37.808461045457975, 144.97143240826537",Sunday,8,0.0,1.0
"-37.80846429850026, 144.96890939612751",Sunday,13,0.0,1.0
"-37.80847867623247, 144.97137101372425",Friday,5,0.0,1.0
"-37.808490907240625, 144.9689216855448",Sunday,13,1.0,0.0
"-37.8084970772687, 144.97130697908918",Sunday,11,0.0,1.0
"-37.80850107660794, 144.95264293592746",Wednesday,4,0.0,1.0
"-37.80851440757591, 144.97124667952795",Sunday,10,0.0,1.0
"-37.80851645356166, 144.95258961438321",Sunday,17,0.0,1.0
"-37.80851761505247, 144.96893416273141",Sunday,3,1.0,0.0
"-37.80854402111967, 144.97174607257597",Sunday,9,0.0,1.0
"-37.808544264608216, 144.96894620888543",Sunday,10,1.0,0.0
"-37.808566203932955, 144.97175624089823",Sunday,7,0.0,1.0
"-37.80857093499759, 144.96895845596356",Sunday,13,1.0,0.0
"-37.80857213624661, 144.9710466210087",Sunday,8,0.0,1.0
"-37.808586370255014, 144.97163949159662",Sunday,10,0.0,1.0
"-37.808589230810036, 144.9709880020124",Sunday,11,0.0,1.0
"-37.808589373656346, 144.97176686270228",Sunday,9,0.0,1.0
"-37.808597595193646, 144.96897073263065",Sunday,12,1.0,0.0
"-37.808607878231, 144.970924044992",Sunday,11,0.0,1.0
"-37.80861319831674, 144.97177778350942",Sunday,6,0.0,1.0
"-37.808624287296716, 144.96898296910092",Sunday,10,1.0,0.0
"-37.80863462181725, 144.9716617913952",Sunday,9,0.0,1.0
"-37.80863676590235, 144.97178858752375",Sunday,5,0.0,1.0
"-37.80865087909215, 144.96899527846267",Sunday,13,1.0,0.0
"-37.80865536322108, 144.9709331569701",Sunday,11,0.0,1.0
"-37.808660179978915, 144.97179932080303",Sunday,10,0.0,1.0
"-37.80867133402634, 144.9707064334778",Sunday,11,0.0,1.0
"-37.80867757321964, 144.9690075411121",Sunday,11,1.0,0.0
"-37.80868530201425, 144.9716852163175",Sunday,10,0.0,1.0
"-37.80868691636881, 144.96667528343318",Tuesday,0,0.0,1.0
"-37.808688713900466, 144.97064683077053",Sunday,5,0.0,1.0
"-37.80869320242594, 144.97080221895555",Sunday,9,1.0,0.0
"-37.808704279251636, 144.96901976424346",Sunday,13,0.0,1.0
"-37.80870551853567, 144.96661172128603",Monday,23,1.0,0.0
"-37.808707353974654, 144.9718209857686",Sunday,10,0.0,1.0
"-37.808710199143206, 144.97074350414226",Sunday,5,0.0,1.0
"-37.8087286939151, 144.97067955581468",Sunday,13,0.0,1.0
"-37.80873103783026, 144.9718318695339",Sunday,9,0.0,1.0
"-37.80873508250238, 144.97170828952787",Sunday,11,0.0,1.0
"-37.8087471415161, 144.97061560119926",Sunday,6,0.0,1.0
"-37.80875480843041, 144.97184279187314",Sunday,11,0.0,1.0
"-37.808765652381865, 144.9705516877205",Sunday,9,0.0,1.0
"-37.80877846229541, 144.97185366115065",Sunday,10,0.0,1.0
"-37.808781745038715, 144.97293054338238",Tuesday,0,1.0,0.0
"-37.80878448812302, 144.97048656633723",Sunday,11,0.0,1.0
"-37.80878490795517, 144.97173126985038",Sunday,9,0.0,1.0
"-37.80880200217635, 144.97186447735396",Sunday,9,0.0,1.0
"-37.80882010318139, 144.9703644306575",Sunday,12,0.0,1.0
"-37.80882551342851, 144.97187528239476",Sunday,10,0.0,1.0
"-37.80883571539002, 144.9717547150704",Sunday,11,0.0,1.0
"-37.808836973509045, 144.9703056798137",Sunday,12,0.0,1.0
"-37.80884023488097, 144.97292082569246",Tuesday,10,0.0,1.0
"-37.80884926677394, 144.97188619612234",Sunday,10,0.0,1.0
"-37.80886949557602, 144.96909579218624",Sunday,13,0.0,1.0
"-37.808873080497605, 144.97189713888386",Sunday,10,0.0,1.0
"-37.808886411089446, 144.97177809276388",Sunday,10,0.0,1.0
"-37.80889488585683, 144.96910747342076",Sunday,12,0.0,1.0
"-37.808896560867296, 144.97190792833277",Sunday,11,0.0,1.0
"-37.808896816634046, 144.96992978550367",Sunday,13,1.0,0.0
"-37.80891545154011, 144.96986556596156",Sunday,10,0.0,1.0
"-37.80892154559864, 144.96911973835807",Sunday,13,0.0,1.0
"-37.80893402031106, 144.96980158069755",Sunday,12,0.0,1.0
"-37.80893653857275, 144.9718013197986",Sunday,10,0.0,1.0
"-37.808937525361586, 144.96995988235648",Sunday,11,0.0,1.0
"-37.8089525716381, 144.96973758829395",Sunday,12,0.0,1.0
"-37.808955557681536, 144.9698981649386",Sunday,11,0.0,1.0
"-37.80897111670238, 144.96967358921987",Sunday,12,0.0,1.0
"-37.808974945759374, 144.96983154209187",Sunday,11,0.0,1.0
"-37.808980790465064, 144.96914699501588",Sunday,12,0.0,1.0
"-37.80898703304595, 144.97182443322305",Sunday,9,1.0,0.0
"-37.808989664207985, 144.9696095894605",Sunday,12,0.0,1.0
"-37.80899418833464, 144.96976550716437",Sunday,11,0.0,1.0
"-37.8090085191715, 144.96954458956648",Sunday,10,0.0,1.0
"-37.80901282806044, 144.96970154810543",Sunday,11,0.0,1.0
"-37.80903146687905, 144.96963758900276",Sunday,11,0.0,1.0
"-37.809037522981974, 144.97184785392136",Sunday,12,0.0,1.0
"-37.80905010694451, 144.96957362357503",Sunday,12,0.0,1.0
"-37.80906845855351, 144.96951064397913",Sunday,11,0.0,1.0
"-37.80907748219062, 144.96583614005988",Tuesday,0,0.0,1.0
"-37.80908828360667, 144.97187134487461",Sunday,12,0.0,1.0
"-37.80909635924424, 144.96577225951415",Monday,19,1.0,0.0
"-37.80911520221784, 144.9657084094328",Monday,23,0.0,1.0
"-37.80912386972836, 144.9665371487446",Sunday,13,0.0,1.0
"-37.809134126891536, 144.965644540021",Tuesday,0,1.0,0.0
"-37.80913844013256, 144.97189445783573",Sunday,10,0.0,1.0
"-37.80916626812589, 144.96554427632708",Tuesday,0,1.0,0.0
"-37.80917546237963, 144.9665609881593",Sunday,13,0.0,1.0
"-37.80918881786499, 144.97191773220703",Sunday,10,0.0,1.0
"-37.80922706022584, 144.96658484190925",Sunday,13,0.0,1.0
"-37.80924291821428, 144.96886730688124",Saturday,23,1.0,0.0
"-37.80926170698248, 144.9688034187825",Tuesday,12,0.0,1.0
"-37.80927499159071, 144.96936466798843",Sunday,10,0.0,1.0
"-37.809278658077574, 144.96660869692508",Sunday,12,1.0,0.0
"-37.8092795577476, 144.96874272434775",Sunday,13,1.0,0.0
"-37.809297344211494, 144.9811677837907",Sunday,9,0.0,1.0
"-37.80929885625456, 144.97833036087303",Sunday,11,0.0,1.0
"-37.809311606724506, 144.96863375288518",Sunday,10,1.0,0.0
"-37.80932233766988, 144.9693864402434",Sunday,6,0.0,1.0
"-37.80932813670145, 144.98116270511537",Sunday,11,0.0,1.0
"-37.809329150823274, 144.96857401109276",Sunday,11,1.0,0.0
"-37.80932941602099, 144.97433146612897",Sunday,11,0.0,1.0
"-37.80933025505371, 144.96663254762973",Sunday,13,0.0,1.0
"-37.80934708421358, 144.97832227791164",Sunday,11,0.0,1.0
"-37.80935429011029, 144.98098383081503",Thursday,7,1.0,0.0
"-37.80937415030871, 144.98115513323194",Sunday,11,1.0,0.0
"-37.80938185329829, 144.96665640066215",Sunday,12,1.0,0.0
"-37.80939141776262, 144.97363017186763",Sunday,8,1.0,0.0
"-37.80939907415136, 144.97370097467007",Friday,4,0.0,1.0
"-37.80940452376689, 144.98115012140352",Sunday,11,1.0,0.0
"-37.80940577334893, 144.98097549263258",Sunday,12,1.0,0.0
"-37.809406731091684, 144.97377186435529",Monday,21,0.0,1.0
"-37.80941438798977, 144.97384275406966",Wednesday,22,0.0,1.0
"-37.80942204529596, 144.97391364378853",Sunday,8,0.0,1.0
"-37.80942970255988, 144.97398453296893",Monday,22,0.0,1.0
"-37.80943345339895, 144.96668025053106",Sunday,10,0.0,1.0
"-37.80943489724403, 144.98114510787968",Sunday,9,0.0,1.0
"-37.80943623299156, 144.96927157104756",Sunday,10,0.0,1.0
"-37.80943735931163, 144.9740554221538",Sunday,11,0.0,1.0
"-37.80944501560005, 144.97412631193555",Tuesday,1,0.0,1.0
"-37.80945267735699, 144.97419720232637",Monday,22,0.0,1.0
"-37.809460151613635, 144.97426643952736",Sunday,12,0.0,1.0
"-37.80946049970673, 144.9783032708449",Sunday,11,0.0,1.0
"-37.80948503669423, 144.9667041014812",Sunday,10,1.0,0.0
"-37.80948577422579, 144.96929419600121",Sunday,12,0.0,1.0
"-37.80948638737142, 144.9745028195055",Sunday,11,0.0,1.0
"-37.80949338950968, 144.97456467705467",Sunday,13,0.0,1.0
"-37.80951140679669, 144.9782947399139",Sunday,10,0.0,1.0
